id,year,month,authors,title,title_ja,note,venue,links,award,hidden,rm_id,rm_target,rm_type,rm_skip,journal,volume,number,pages,doi,referee,lang
p0092,2020,,"Koji Inoue, Divesh Lala, Kenta Yamamoto, Shizuka Nakamura, Katsuya Takanashi, Tatsuya Kawahara",An attentive listening system with android ERICA: Comparison of autonomous and WOZ interactions,,,"SIGdial Meeting on Discourse and Dialogue (SIGDIAL), pp. 118-127","Link | https://www.aclweb.org/anthology/2020.sigdial-1.15/
PDF | https://www.sigdial.org/files/workshops/conference21/pdf/2020.sigdial-1.15.pdf",,,,,,,SIGdial Meeting on Discourse and Dialogue (SIGDIAL),,,118-127,,,
p0093,2020,,"Sota Isonishi, Koji Inoue, Divesh Lala, Katsuya Takanashi, Tatsuya Kawahara",Response generation to out-of-database questions for example-based dialogue systems,,,International Workshop on Spoken Dialogue Systems Technology (IWSDS),"Link | https://link.springer.com/chapter/10.1007%2F978-981-15-8395-7_23
PDF | http://sap.ist.i.kyoto-u.ac.jp/lab/bib/intl/ISO-IWSDS20.pdf",,,,,,,,,,,,,
p0094,2020,,"Kenta Yamamoto, Koji Inoue, Shizuka Nakamura, Katsuya Takanashi, Tatsuya Kawahara",A character expression model affecting spoken dialogue behaviors,,,International Workshop on Spoken Dialogue Systems Technology (IWSDS),"Link | http://link-springer-com-443.webvpn.fjmu.edu.cn/chapter/10.1007%2F978-981-15-8395-7_1
PDF | http://sap.ist.i.kyoto-u.ac.jp/lab/bib/intl/YAM-IWSDS20.pdf",,,,,,,,,,,,,
p0095,2019,,"Divesh Lala, Koji Inoue, Tatsuya Kawahara",Smooth turn-taking by a robot using an online continuous model to generate turn-taking cues,,,"International Conference on Multimodal Interaction (ICMI), pp. 226-234",PDF | http://sap.ist.i.kyoto-u.ac.jp/lab/bib/intl/LAL-ICMI19.pdf,,,,,,,International Conference on Multimodal Interaction (ICMI),,,226-234,,,
p0096,2019,,"Kohei Hara, Koji Inoue, Katsuya Takanashi, Tatsuya Kawahara",Turn-taking Prediction Based on Detection of Transition Relevance Place,,,"INTERSPEECH, pp. 4170-4179",PDF | http://sap.ist.i.kyoto-u.ac.jp/lab/bib/intl/HAR-INTERSP19.pdf,,,,,,,INTERSPEECH,,,4170-4179,,,
p0097,2019,,"Koji Inoue, Divesh Lala, Kenta Yamamoto, Katsuya Takanashi, Tatsuya Kawahara",Engagement-based adaptive behaviors for laboratory guide in human-robot dialogue,,,International Workshop on Spoken Dialogue Systems Technology (IWSDS),PDF | http://sap.ist.i.kyoto-u.ac.jp/lab/bib/intl/INO-IWSDS19.pdf,,,,,,,,,,,,,
p0098,2019,,"Koji Inoue, Kohei Hara, Divesh Lala, Shizuka Nakamura, Katsuya Takanashi, Tatsuya Kawahara",A job interview dialogue system with autonomous android ERICA,,,International Workshop on Spoken Dialogue Systems Technology (IWSDS),PDF | http://sap.ist.i.kyoto-u.ac.jp/lab/bib/intl/HAR-IWSDS19.pdf,,,,,,,,,,,,,
p0099,2019,,"Koki Tanaka, Koji Inoue, Shizuka Nakamura, Katsuya Takanashi, Tatsuya Kawahara",End-to-end modeling for selection of utterance constructional units via system internal states,,,International Workshop on Spoken Dialogue Systems Technology (IWSDS),PDF | http://sap.ist.i.kyoto-u.ac.jp/lab/bib/intl/TAN-IWSDS19.pdf,,,,,,,,,,,,,
p0100,2018,,"Kenta Yamamoto, Koji Inoue, Shizuka Nakamura, Katsuya Takanashi, Tatsuya Kawahara",Dialogue Behavior Control Model for Expressing a Character of Humanoid Robots,,,"APSIPA ASC, pp. 1732-1737",PDF | http://sap.ist.i.kyoto-u.ac.jp/lab/bib/intl/YAM-APSIPA18.pdf,,,,,,,APSIPA ASC,,,1732-1737,,,
p0101,2018,,"Divesh Lala, Koji Inoue, Tatsuya Kawahara",Evaluation of Real-time Deep Learning Turn-taking Models for Multiple Dialogue Scenarios,,,"International Conference on Multimodal Interaction (ICMI), pp. 78-86","PDF | http://sap.ist.i.kyoto-u.ac.jp/lab/bib/intl/LAL-ICMI18.pdf
Link | https://dl.acm.org/citation.cfm?id=3242994",,,,,,,International Conference on Multimodal Interaction (ICMI),,,78-86,,,
p0102,2018,,"Koji Inoue, Divesh Lala, Katsuya Takanashi, Tatsuya Kawahara",Engagement recognition in spoken dialogue via neural network by aggregating different annotators' models,,,"INTERSPEECH, pp. 616-620",PDF | https://www.isca-speech.org/archive/pdfs/interspeech_2018/inoue18b_interspeech.pdf,,,,,,,INTERSPEECH,,,616-620,,,
p0103,2018,,"Kohei Hara, Koji Inoue, Katsuya Takanashi, Tatsuya Kawahara",Prediction of turn-taking using multitask learning with prediction of backchannels and fillers,,,"INTERSPEECH, pp. 991-995",PDF | https://www.isca-speech.org/archive/Interspeech_2018/pdfs/1442.pdf,,,,,,,INTERSPEECH,,,991-995,,,
p0104,2018,,"Koji Inoue, Divesh Lala, Katsuya Takanashi, Tatsuya Kawahara",Latent Character Model for Engagement Recognition Based on Multimodal Behaviors,,,International Workshop on Spoken Dialogue Systems (IWSDS),PDF | http://sap.ist.i.kyoto-u.ac.jp/lab/bib/intl/INO-IWSDS18.pdf,,,,,,,,,,,,,
p0105,2018,5,"Ryosuke Nakanishi, Koji Inoue, Shizuka Nakamura, Katsuya Takanashi, Tatsuya Kawahara",Generating Fillers based on Dialog Act Pairs for Smooth Turn-Taking by Humanoid Robot,,,International Workshop on Spoken Dialogue Systems (IWSDS),PDF | http://sap.ist.i.kyoto-u.ac.jp/lab/bib/intl/NAK-IWSDS18.pdf,,,,,,,,,,,,,
p0106,2018,4,"Tatsuya Kawahara, Koji Inoue, Divesh Lala, Katsuya Takanashi",Audio-visual conversation analysis by smart posterboard and humanoid robot,,,"International Conference on Acoustics, Speech, and Signal Processing (ICASSP), pp. 6573-6577",PDF | http://sap.ist.i.kyoto-u.ac.jp/lab/bib/intl/KAW-ICASSP18.pdf,,,,,,,"International Conference on Acoustics, Speech, and Signal Processing (ICASSP)",,,6573-6577,,,
p0107,2018,4,"Hirofumi Inaguma, Masato Mimura, Koji Inoue, Kazuyoshi Yoshii, Tatsuya Kawahara",An end-to-end approach to joint social signal detection and automatic speech recognition,,,"International Conference on Acoustics, Speech, and Signal Processing (ICASSP), pp. 6214-6218",PDF | http://sap.ist.i.kyoto-u.ac.jp/lab/bib/intl/INA-ICASSP18.pdf,,,,,,,"International Conference on Acoustics, Speech, and Signal Processing (ICASSP)",,,6214-6218,,,
p0108,2017,12,"Yuanchao Li, Carlos Toshinori Ishi, Nigel Ward, Koji Inoue, Shizuka Nakamura, Katsuya Takanashi, Tatsuya Kawahara",Emotion recognition by combining prosody and sentiment analysis for expressing reactive emotion by humanoid robot,,,APSIPA ASC,PDF | http://sap.ist.i.kyoto-u.ac.jp/lab/bib/intl/LYC-APSIPA17.pdf,,,,,,,,,,,,,
p0109,2017,11,"Divesh Lala, Koji Inoue, Pierrick Milhorat, Tatsuya Kawahara",Detection of social signals for recognizing engagement in human-robot interaction,,,AAAI Fall Symposium Natural Communication for Human-Robot Collaboration (NCHRC),PDF | http://www.ttic.edu/nchrc/papers/6.pdf,,,,,,,,,,,,,
p0110,2017,8,"Hirofumi Inaguma, Koji Inoue, Masato Mimura, Tatsuya Kawahara",Social Signal Detection in Spontaneous Dialogue Using Bidirectional LSTM-CTC,,,"INTERSPEECH, pp. 1691-1695",PDF | http://sap.ist.i.kyoto-u.ac.jp/lab/bib/intl/INA-INTERSP17.pdf,,,,,,,INTERSPEECH,,,1691-1695,,,
p0111,2017,8,"Divesh Lala, Milhorat Pierrick, Koji Inoue, Masanari Ishida, Tianyu Zhao, Tatsuya Kawahara","Attentive listening system with backchanneling, response generation and flexible turn-taking",,,"SIGdial Meeting on Discourse and Dialogue (SIGDIAL), pp. 127-136",PDF | http://www.sigdial.org/workshops/conference18/proceedings/pdf/SIGDIAL16.pdf,,,,,,,SIGdial Meeting on Discourse and Dialogue (SIGDIAL),,,127-136,,,
p0112,2017,6,"Pierrick Milhorat, Divesh Lala, Koji Inoue, Tianyu Zhao, Masanari Ishida, Katsuya Takanashi, Shizuka Nakamura, Tatsuya Kawahara",A conversational dialogue manager for the humanoid robot ERICA,,,International Workshop on Spoken Dialogue Systems (IWSDS),PDF | http://sap.ist.i.kyoto-u.ac.jp/lab/bib/intl/MIL-IWSDS17.pdf,,,,,,,,,,,,,
p0113,2016,11,"Koji Inoue, Divesh Lala, Katsuya Takanashi, Tatsuya Kawahara",Annotation and analysis of listener's engagement based on multi-modal behaviors,,,ICMI workshop on Multimodal Analyses enabling Artificial Agents in Human-Machine Interaction (MA3HMI),"PDF | http://sap.ist.i.kyoto-u.ac.jp/lab/bib/intl/INO-ICMI-WS16.pdf
Link | http://dl.acm.org/citation.cfm?id=3011271",,,,,,,,,,,,,
p0114,2016,11,"Hirofumi Inaguma, Koji Inoue, Shizuka Nakamura, Katsuya Takanashi, Tatsuya Kawahara",Prediction of ice-breaking between participants using prosodic features in the first meeting dialogue,,,ICMI workshop on Advancements in Social Signal Processing for Multimodal Interaction (ASSP4MI),"PDF | http://sap.ist.i.kyoto-u.ac.jp/lab/bib/intl/INA-ICMI-WS16.pdf
Link | http://dl.acm.org/citation.cfm?id=3005472",,,,,,,,,,,,,
p0115,2016,,"Divesh Lala, Pierrick Milhorat, Koji Inoue, Tianyu Zhao, Tatsuya Kawahara",Multimodal interaction with the autonomous android ERICA,,,"ICMI, pp.417-418","PDF | http://sap.ist.i.kyoto-u.ac.jp/lab/bib/intl/LAL-ICMI16.pdf
Link | http://dl.acm.org/citation.cfm?id=2998528",,,,,,,ICMI,,,417-418,,,
p0116,2016,,"Koji Inoue, Pierrick Milhorat, Divesh Lala, Tianyu Zhao, Tatsuya Kawahara","Talking with ERICA, an autonomous android",,,"SIGdial Meeting on Discourse and Dialogue (SIGDIAL), pp.212-215",PDF | http://www.sigdial.org/workshops/conference17/proceedings/pdf/SIGDIAL25.pdf,,,,,,,SIGdial Meeting on Discourse and Dialogue (SIGDIAL),,,212-215,,,
p0117,2016,,"Tatsuya Kawahara, Takashi Yamaguchi, Koji Inoue, Katsuya Takanashi, Nigel G. Ward",Prediction and generation of backchannel form for attentive listening systems,,,"INTERSPEECH, pp.2980-2894",PDF | http://sap.ist.i.kyoto-u.ac.jp/lab/bib/intl/KAW-INTERSP16.pdf,,,,,,,INTERSPEECH,,,2980-2894,,,
p0118,2016,,"Takashi Yamaguchi, Koji Inoue, Koichiro YoshiNo. Katsuya Takanashi, Nigel G. Ward, Tatsuya Kawahara",Analysis and prediction of morphological patterns of backchannels for attentive listening agents,,,International Workshop on Spoken Dialog Systems (IWSDS),PDF | http://sap.ist.i.kyoto-u.ac.jp/lab/bib/intl/YAM-IWSDS16.pdf,,,,,,,,,,,,,
p0119,2015,,"Koji Inoue, Yukoh Wakabayashi, Hiromasa Yoshimoto, Katsuya Takanashi, and Tatsuya Kawahara",Enhanced speaker diarization with detection of backchannels using eye-gaze information in poster conversations,,,"INTERSPEECH, pp.3086-3090",PDF | http://www.sap.ist.i.kyoto-u.ac.jp/lab/bib/intl/INO-INTERSP15.pdf,,,,,,,INTERSPEECH,,,3086-3090,,,
p0120,2014,,"Yukoh Wakabayashi, Koji Inoue, Hiromasa Yoshimoto, and Tatsuya Kawahara",Speaker Diarization based on Audio-Visual Integration for Smart Posterboard,,,"APSIPA ASC, FP2-1-1116",,,,,,,,,,,,,,
p0121,2014,,"Koji Inoue, Yukoh Wakabayashi, Hiromasa Yoshimoto, and Tatsuya Kawahara",Speaker Diarization using Eye-gaze Information in Multi-party Conversations,,,"INTERSPEECH, pp.562-566",PDF | http://www.sap.ist.i.kyoto-u.ac.jp/lab/bib/intl/INO-INTERSP14.pdf,,,,,,,INTERSPEECH,,,562-566,,,
p0122,2014,,"Randy Gomez, Koji Inoue, Keisuke Nakamura, Takeshi Mizumoto, and Kazuhiro Nakadai",Speech-based Human-Robot Interaction Robust to Acoustic Reflections in Real Environment,,,"International Conference on Intelligent Robots and Systems (IROS), pp. 1367-1373",,,,,,,,International Conference on Intelligent Robots and Systems (IROS),,,1367-1373,,,
p0123,2012,,"Koji Inoue, Hironobu Saito, and Yoshimitsu Kuroki",Local intensity compensation using sparse representation,,,"International Conference on Pattern Recognition (ICPR), No. TuAT2.4, pp. 951-954",Link | http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6460292,,,,,,,International Conference on Pattern Recognition (ICPR),,TuAT2,951-954,,,
p0124,2012,,Koji Inoue and Yoshimitsu Kuroki,On a constraint condition of sparse representation for illumination-robust face recognition,,,International Workshop on Image & Signal Processing and Retrieval (IWISPR 2012),,,,,,,,,,,,,,
p0125,2012,,"Kohei Isechi, Koji Inoue, and Yoshimitsu Kuroki",Video compression using sparse representation,,,International Workshop on Image & Signal Processing and Retrieval (IWISPR),,,,,,,,,,,,,,
p0126,2012,,"Koji Inoue, Hironobu Saito, and Yoshimitsu Kuroki",Motion compensation using sparse representation,,,"2012 International Workshop on Smart Info-Media Systems in Asia (SISA 2012), RS3-10",,,,,,,,,,,,,,
p0127,2012,,Koji Inoue and Yoshimitsu Kuroki,On sparse representation for face recognition under illumination change,,,"International Workshop on Advanced Image Technology (IWAIT), pp. 662-667",,,,,,,,International Workshop on Advanced Image Technology (IWAIT),,,662-667,,,
p0128,2012,,"Shoma Eguchi, Koji Inoue, Yoshimitsu Kuroki, Masayuki Kurosaki, Yuhei Nagao, and Hiroshi Ochi",On Parallel 2D-DWT of JPEG 2000 conformed to Digital Cinema Initiatives using GPGPU,,,"International Workshop on Advanced Image Technology (IWAIT), pp. 668-671",,,,,,,,International Workshop on Advanced Image Technology (IWAIT),,,668-671,,,
p0129,2011,,Koji Inoue and Yoshimitsu Kuroki,Illumination-Robust Face Recognition via Sparse Representation,,,"Visual Communication and Image Processing (VCIP), O-10.2",Link | http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=06115969,,,,,,,,,,,,,
p0130,2011,,Koji Inoue and Yoshimitsu Kuroki,Face Recognition under Illumination Change using Sparse Representation,,,International Workshop on Target Recognition and Tracking (IWTRT),,,,,,,,,,,,,,
p0131,2011,,"Shoma Eguchi, Koji Inoue, and Yoshimitsu Kuroki",Real Time 2D-DWT of JPEG 2000 for Digital Cinema using Multiple GPUs,,,International Workshop on Target Recognition and Tracking (IWTRT),,,,,,,,,,,,,,
p0132,2011,,"Koji Inoue, Yoshimitsu Kuroki, Masayuki Kurosaki, Yuhei Nagao, Baiko Sai, and Hiroshi Ochi",A parallel Computing using CUDA for the 2D-DWT of JPEG 2000,,,"International Symposium on Multimedia and Communication Technology (ISMAC), TS1-5",,,,,,,,,,,,,,
p0133,2010,,"Kenjiro Sugimoto, Koji Inoue, Yoshimitsu Kuroki, and Sei-ichiro Kamata",A color distribution descriptor for medicine package recognition,,,"China-Japan-Korea Joint Workshop on Pattern Recognition (CJKPR), pp. 64-69",,,,,,,,China-Japan-Korea Joint Workshop on Pattern Recognition (CJKPR),,,64-69,,,
